Nombre de archivo	Decimal	Binario	Hexadecimal
TC1.txt	6980368	11010101000001100010000	6a8310
5503858	10100111111101101110010	53fb72
9214055	100011001001100001100111	8c9867
6521769	11000111000001110101001	6383a9
7923796	11110001110100001010100	78e854
5250236	10100000001110010111100	501cbc
1083154	100001000011100010010	108712
472141	1110011010001001101	7344d
9597454	100100100111001000001110	92720e
1581679	110000010001001101111	18226f
656751	10100000010101101111	a056f
345464	1010100010101111000	54578
4281218	10000010101001110000010	415382
6558883	11001000001010010100011	6414a3
3852986	1110101100101010111010	3acaba
6263187	10111111001000110010011	5f9193
5828308	10110001110111011010100	58eed4
8058535	11110101111011010100111	7af6a7
9035191	100010011101110110110111	89ddb7
7922103	11110001110000110110111	78e1b7
9366003	100011101110100111110011	8ee9f3
4555717	10001011000001111000101	4583c5
3526753	1101011101000001100001	35d061
3176815	1100000111100101101111	30796f
858440	11010001100101001000	d1948
2250854	1000100101100001100110	225866
TC2.txt	7116776	11011001001011111101000	6c97e8
1666340	110010110110100100100	196d24
8886983	100001111001101011000111	879ac7
839365	11001100111011000101	ccec5
924280	11100001101001111000	e1a78
1026310	11111010100100000110	fa906
1615293	110001010010110111101	18a5bd
1063875	100000011101111000011	103bc3
679035	10100101110001111011	a5c7b
5201970	10011110110000000110010	4f6032
593979	10010001000000111011	9103b
801371	11000011101001011011	c3a5b
3796878	1110011110111110001110	39ef8e
7489201	11100100100011010110001	7246b1
9740020	100101001001111011110100	949ef4
9128737	100010110100101100100001	8b4b21
5473463	10100111000010010110111	5384b7
8701957	100001001100100000000101	84c805
8238050	11111011011001111100010	7db3e2
8679038	100001000110111001111110	846e7e
385912	1011110001101111000	5e378
5867340	10110011000011101001100	59874c
4894542	10010101010111101001110	4aaf4e
8999451	100010010101001000011011	89521b
4392535	10000110000011001010111	430657
2078131	111111011010110110011	1fb5b3
3070124	1011101101100010101100	2ed8ac
7451998	11100011011010101011110	71b55e
5635510	10101011111110110110110	55fdb6
1233932	100101101010000001100	12d40c
6089867	10111001110110010001011	5cec8b
1792316	110110101100100111100	1b593c
6298637	11000000001110000001101	601c0d
2408038	1001001011111001100110	24be66
8510100	100000011101101010010100	81da94
991581	11110010000101011101	f215d
6455739	11000101000000110111011	6281bb
7829175	11101110111011010110111	7776b7
6328931	11000001001001001100011	609263
9982305	100110000101000101100001	985161
2292022	1000101111100100110110	22f936
1070496	100000101010110100000	1055a0
8518360	100000011111101011011000	81fad8
6378470	11000010101001111100110	6153e6
7756258	11101100101100111100010	7659e2
7111767	11011001000010001010111	6c8457
2685897	1010001111101111001001	28fbc9
617946	10010110110111011010	96dda
246280	111100001000001000	3c208
6075442	10111001011010000110010	5cb432
991323	11110010000001011011	f205b
6754202	11001110000111110011010	670f9a
3103178	1011110101100111001010	2f59ca
3228842	1100010100010010101010	3144aa
6786623	11001111000111000111111	678e3f
5329085	10100010101000010111101	5150bd
2334647	1000111001111110110111	239fb7
7253396	11011101010110110010100	6ead94
6516953	11000110111000011011001	6370d9
5972725	10110110010001011110101	5b22f5
5828037	10110001110110111000101	58edc5
6642265	11001010101101001011001	655a59
2559699	1001110000111011010011	270ed3
6597631	11001001010101111111111	64abff
5826202	10110001110011010011010	58e69a
4642335	10001101101011000011111	46d61f
1862900	111000110110011110100	1c6cf4
6039635	10111000010100001010011	5c2853
3358744	1100110100000000011000	334018
4965249	10010111100001110000001	4bc381
6621475	11001010000100100100011	650923
3336153	1100101110011111011001	32e7d9
1044743	11111111000100000111	ff107
6201477	10111101010000010000101	5ea085
6297100	11000000001011000001100	60160c
885678	11011000001110101110	d83ae
8546891	100000100110101001001011	826a4b
6683923	11001011111110100010011	65fd13
7064472	11010111100101110011000	6bcb98
3430021	1101000101011010000101	345685
9764122	100101001111110100011010	94fd1a
9958605	100101111111010011001101	97f4cd
1006022	11110101100111000110	f59c6
5276496	10100001000001101010000	508350
8876232	100001110111000011001000	8770c8
3364648	1100110101011100101000	335728
3539979	1101100000010000001011	36040b
3003857	1011011101010111010001	2dd5d1
4481634	10001000110001001100010	446262
9035781	100010011110000000000101	89e005
3767021	1110010111101011101101	397aed
4993901	10011000011001101101101	4c336d
8698377	100001001011101000001001	84ba09
4626501	10001101001100001000101	469845
1755352	110101100100011011000	1ac8d8
2755340	1010100000101100001100	2a0b0c
5150616	10011101001011110011000	4e9798
9345169	100011101001100010010001	8e9891
848948	11001111010000110100	cf434
2708748	1010010101010100001100	29550c
8372451	11111111100000011100011	7fc0e3
3523015	1101011100000111000111	35c1c7
2624283	1010000000101100011011	280b1b
8795348	100001100011010011010100	8634d4
2318100	1000110101111100010100	235f14
4750861	10010000111111000001101	487e0d
3770597	1110011000100011100101	3988e5
1053352	100000001001010101000	1012a8
833307	11001011011100011011	cb71b
4632526	10001101010111111001110	46afce
2212917	1000011100010000110101	21c435
5053189	10011010001101100000101	4d1b05
412218	1100100101000111010	64a3a
4901564	10010101100101010111100	4acabc
5094606	10011011011110011001110	4dbcce
8070285	11110110010010010001101	7b248d
6847905	11010000111110110100001	687da1
4311824	10000011100101100010000	41cb10
3009421	1011011110101110001101	2deb8d
1629105	110001101101110110001	18dbb1
8431899	100000001010100100011011	80a91b
7582456	11100111011001011111000	73b2f8
7332147	11011111110000100110011	6fe133
314183	1001100101101000111	4cb47
7632568	11101000111011010111000	7476b8
8161327	11111001000100000101111	7c882f
6961087	11010100011011110111111	6a37bf
6898282	11010010100001001101010	69426a
9749303	100101001100001100110111	94c337
4427419	10000111000111010011011	438e9b
4368829	10000101010100110111101	42a9bd
6439318	11000100100000110010110	624196
6473603	11000101100011110000011	62c783
6446249	11000100101110010101001	625ca9
9818836	100101011101001011010100	95d2d4
9438069	100100000000001101110101	900375
2809499	1010101101111010011011	2ade9b
3460304	1101001100110011010000	34ccd0
8430904	100000001010010100111000	80a538
9774785	100101010010011011000001	9526c1
9560603	100100011110001000011011	91e21b
3440732	1101001000000001011100	34805c
7053263	11010111001111111001111	6b9fcf
287398	1000110001010100110	462a6
4043644	1111011011001101111100	3db37c
2943820	1011001110101101001100	2ceb4c
9030962	100010011100110100110010	89cd32
7537540	11100110000001110000100	730384
7203657	11011011110101101001001	6deb49
5639400	10101100000110011101000	560ce8
9448142	100100000010101011001110	902ace
9954392	100101111110010001011000	97e458
2856859	1010111001011110011011	2b979b
1332118	101000101001110010110	145396
6984725	11010101001010000010101	6a9415
1925762	111010110001010000010	1d6282
2138171	1000001010000000111011	20a03b
347447	1010100110100110111	54d37
8839390	100001101110000011011110	86e0de
3951652	1111000100110000100100	3c4c24
3755102	1110010100110001011110	394c5e
6867687	11010001100101011100111	68cae7
4383175	10000101110000111000111	42e1c7
7125508	11011001011101000000100	6cba04
7799732	11101110000001110110100	7703b4
8784156	100001100000100100011100	86091c
1372809	101001111001010001001	14f289
1327984	101000100001101110000	144370
9205087	100011000111010101011111	8c755f
6524241	11000111000110101010001	638d51
9316072	100011100010011011101000	8e26e8
127744	11111001100000000	1f300
8388820	100000000000000011010100	8000d4
6883557	11010010000100011100101	6908e5
2291239	1000101111011000100111	22f627
3101270	1011110101001001010110	2f5256
1382825	101010001100110101001	1519a9
9873376	100101101010011111100000	96a7e0
6873500	11010001110000110011100	68e19c
8185634	11111001110011100100010	7ce722
2464786	1001011001110000010010	259c12
8387154	11111111111101001010010	7ffa52
5581444	10101010010101010000100	552a84
8097911	11110111001000001110111	7b9077
8882527	100001111000100101011111	87895f
8941444	100010000110111110000100	886f84
4942703	10010110110101101101111	4b6b6f
101144	11000101100011000	18b18
7471180	11100100000000001001100	72004c
1932131	111010111101101100011	1d7b63
8052752	11110101110000000010000	7ae010
6359493	11000010000100111000101	6109c5
1967646	111100000011000011110	1e061e
6575052	11001000101001111001100	6453cc
2323342	1000110111001110001110	23738e
6735760	11001101100011110010000	66c790
8895858	100001111011110101110010	87bd72
4238091	10000001010101100001011	40ab0b
7093069	11011000011101101001101	6c3b4d
39	100111	27
TC3.txt	-39	b100111	x27
-36	b100100	x24
8	1000	8
34	100010	22
17	10001	11
49	110001	31
5	101	5
39	100111	27
0	0	0
33	100001	21
12	1100	c
-6	b110	x6
27	11011	1b
-4	b100	x4
-38	b100110	x26
26	11010	1a
49	110001	31
29	11101	1d
42	101010	2a
-16	b10000	x10
-28	b11100	x1c
34	100010	22
20	10100	14
0	0	0
25	11001	19
45	101101	2d
3	11	3
-46	b101110	x2e
-46	b101110	x2e
29	11101	1d
33	100001	21
29	11101	1d
26	11010	1a
-5	b101	x5
-36	b100100	x24
12	1100	c
45	101101	2d
-50	b110010	x32
0	0	0
-6	b110	x6
-39	b100111	x27
35	100011	23
26	11010	1a
-35	b100011	x23
-42	b101010	x2a
14	1110	e
-3	b11	x3
22	10110	16
-47	b101111	x2f
12	1100	c
-17	b10001	x11
-31	b11111	x1f
-25	b11001	x19
-35	b100011	x23
-18	b10010	x12
14	1110	e
37	100101	25
-8	b1000	x8
-41	b101001	x29
-50	b110010	x32
-9	b1001	x9
2	10	2
12	1100	c
-39	b100111	x27
-17	b10001	x11
0	0	0
27	11011	1b
28	11100	1c
45	101101	2d
-44	b101100	x2c
28	11100	1c
35	100011	23
-33	b100001	x21
43	101011	2b
-4	b100	x4
23	10111	17
-49	b110001	x31
49	110001	31
-7	b111	x7
-38	b100110	x26
-45	b101101	x2d
5	101	5
-21	b10101	x15
26	11010	1a
-2	b10	x2
-24	b11000	x18
6	110	6
-45	b101101	x2d
-4	b100	x4
15	1111	f
0	0	0
-17	b10001	x11
-35	b100011	x23
43	101011	2b
45	101101	2d
-35	b100011	x23
-8	b1000	x8
28	11100	1c
47	101111	2f
34	100010	22
-24	b11000	x18
-42	b101010	x2a
-13	b1101	xd
14	1110	e
-45	b101101	x2d
-35	b100011	x23
27	11011	1b
-12	b1100	xc
-19	b10011	x13
-20	b10100	x14
-14	b1110	xe
20	10100	14
30	11110	1e
12	1100	c
-36	b100100	x24
-47	b101111	x2f
-27	b11011	x1b
-3	b11	x3
6	110	6
36	100100	24
9	1001	9
-16	b10000	x10
36	100100	24
-27	b11011	x1b
7	111	7
-6	b110	x6
-5	b101	x5
5	101	5
47	101111	2f
23	10111	17
-48	b110000	x30
-24	b11000	x18
40	101000	28
-4	b100	x4
-18	b10010	x12
-19	b10011	x13
14	1110	e
15	1111	f
1	1	1
24	11000	18
-9	b1001	x9
-50	b110010	x32
18	10010	12
15	1111	f
30	11110	1e
44	101100	2c
9	1001	9
19	10011	13
33	100001	21
41	101001	29
-24	b11000	x18
43	101011	2b
48	110000	30
-23	b10111	x17
7	111	7
28	11100	1c
8	1000	8
-2	b10	x2
37	100101	25
42	101010	2a
-17	b10001	x11
-6	b110	x6
36	100100	24
22	10110	16
27	11011	1b
31	11111	1f
-47	b101111	x2f
-43	b101011	x2b
0	0	0
27	11011	1b
30	11110	1e
12	1100	c
-15	b1111	xf
-19	b10011	x13
-42	b101010	x2a
-37	b100101	x25
31	11111	1f
-10	b1010	xa
18	10010	12
33	100001	21
-15	b1111	xf
17	10001	11
25	11001	19
-25	b11001	x19
-5	b101	x5
33	100001	21
-13	b1101	xd
33	100001	21
-10	b1010	xa
47	101111	2f
47	101111	2f
-13	b1101	xd
-32	b100000	x20
1	1	1
1	1	1
-25	b11001	x19
-33	b100001	x21
16	10000	10
17	10001	11
4	100	4
TC4.txt	-39	b100111	x27
-36	b100100	x24
8	1000	8
34	100010	22
17	10001	11
49	110001	31
5	101	5
0	0	0
33	100001	21
12	1100	c
-6	b110	x6
27	11011	1b
-4	b100	x4
-38	b100110	x26
26	11010	1a
49	110001	31
29	11101	1d
42	101010	2a
-16	b10000	x10
34	100010	22
20	10100	14
0	0	0
25	11001	19
45	101101	2d
3	11	3
-46	b101110	x2e
-46	b101110	x2e
29	11101	1d
33	100001	21
29	11101	1d
26	11010	1a
-5	b101	x5
-36	b100100	x24
12	1100	c
45	101101	2d
-50	b110010	x32
0	0	0
-6	b110	x6
