Nombre de archivo	Decimal	Binario	Hexadecimal
TC1.txt	6980368	11010101000001100010000	6a8310
5517055	10101000010111011111111	542eff
1336159	101000110001101011111	14635f
6750185	11001101111111111101001	66ffe9
1771937	110110000100110100001	1b09a1
360952	1011000000111111000	581f8
5672561	10101101000111001110001	568e71
916583	11011111110001100111	dfc67
2700138	1010010011001101101010	29336a
9645053	100100110010101111111101	932bfd
1181110	100100000010110110110	1205b6
1492185	101101100010011011001	16c4d9
4018595	1111010101000110100011	3d51a3
7654888	11101001100110111101000	74cde8
7062453	11010111100001110110101	6bc3b5
2478010	1001011100111110111010	25cfba
6134768	10111011001101111110000	5d9bf0
8420417	100000000111110001000001	807c41
2917489	1011001000010001110001	2c8471
3340773	1100101111100111100101	32f9e5
1115956	100010000011100110100	110734
9172192	100010111111010011100000	8bf4e0
6271996	10111111011001111111100	5fb3fc
8686939	100001001000110101011011	848d5b
50986	1100011100101010	c72a
9376410	100011110001001010011010	8f129a
5962327	10110101111101001010111	5afa57
7686891	11101010100101011101011	754aeb
6615183	11001001111000010001111	64f08f
1864844	111000111010010001100	1c748c
3329962	1100101100111110101010	32cfaa
3942794	1111000010100110001010	3c298a
2614836	1001111110011000110100	27e634
7406772	11100010000010010110100	7104b4
2384190	1001000110000100111110	24613e
398347	1100001010000001011	6140b
8698503	100001001011101010000111	84ba87
9551696	100100011011111101010000	91bf50
1019556	11111000111010100100	f8ea4
1677430	110011001100001110110	199876
3479629	1101010001100001001101	35184d
9309008	100011100000101101010000	8e0b50
5266170	10100000101101011111010	505afa
4094340	1111100111100110000100	3e7984
1754055	110101100001111000111	1ac3c7
5861132	10110010110111100001100	596f0c
4471329	10001000011101000100001	443a21
8826052	100001101010110011000100	86acc4
7469325	11100011111100100001101	71f90d
1973172	111100001101110110100	1e1bb4
53145	1100111110011001	cf99
3897508	1110110111100010100100	3b78a4
7773386	11101101001110011001010	769cca
6089829	10111001110110001100101	5cec65
4223424	10000000111000111000000	4071c0
9761752	100101001111001111011000	94f3d8
7930799	11110010000001110101111	7903af
3597495	1101101110010010110111	36e4b7
9302948	100011011111001110100100	8df3a4
2288712	1000101110110001001000	22ec48
197187	110000001001000011	30243
5266939	10100000101110111111011	505dfb
221545	110110000101101001	36169
7957027	11110010110101000100011	796a23
3195361	1100001100000111100001	30c1e1
7106269	11011000110111011011101	6c6edd
9633312	100100101111111000100000	92fe20
9713704	100101000011100000101000	943828
91925	10110011100010101	16715
4418686	10000110110110001111110	436c7e
9682250	100100111011110101001010	93bd4a
2583824	1001110110110100010000	276d10
4979126	10010111111100110110110	4bf9b6
6280954	10111111101011011111010	5fd6fa
1228610	100101011111101000010	12bf42
705518	10101100001111101110	ac3ee
1017653	11111000011100110101	f8735
500098	1111010000110000010	7a182
7210727	11011100000011011100111	6e06e7
4250898	10000001101110100010010	40dd12
4055028	1111011101111111110100	3ddff4
2754240	1010100000011011000000	2a06c0
452999	1101110100110000111	6e987
6831458	11010000011110101100010	683d62
207636	110010101100010100	32b14
7280635	11011110001011111111011	6f17fb
3308937	1100100111110110001001	327d89
4303570	10000011010101011010010	41aad2
8375055	11111111100101100001111	7fcb0f
1457960	101100011111100101000	163f28
5197625	10011110100111100111001	4f4f39
3144371	1011111111101010110011	2ffab3
6674138	11001011101011011011010	65d6da
2692106	1010010001010000001010	29140a
2276769	1000101011110110100001	22bda1
1940971	111011001110111101011	1d9deb
3288264	1100100010110011001000	322cc8
4819803	10010011000101101011011	498b5b
9431005	100011111110011111011101	8fe7dd
3992019	1111001110100111010011	3ce9d3
8184782	11111001110001111001110	7ce3ce
2847975	1010110111010011100111	2b74e7
7891025	11110000110100001010001	786851
900082	11011011101111110010	dbbf2
1831532	110111111001001101100	1bf26c
8428253	100000001001101011011101	809add
2905752	1011000101011010011000	2c5698
9763121	100101001111100100110001	94f931
257890	111110111101100010	3ef62
4699761	10001111011011001110001	47b671
359541	1010111110001110101	57c75
3446150	1101001001010110000110	349586
4246818	10000001100110100100010	40cd22
1848840	111000011011000001000	1c3608
938480	11100101000111110000	e51f0
227465	110111100010001001	37889
3923488	1110111101111000100000	3bde20
8915697	100010000000101011110001	880af1
4309094	10000011100000001100110	41c066
3891251	1110110110000000110011	3b6033
8627956	100000111010011011110100	83a6f4
5884613	10110011100101011000101	59cac5
1659318	110010101000110110110	1951b6
1834855	110111111111101100111	1bff67
3386751	1100111010110101111111	33ad7f
3000166	1011011100011101100110	2dc766
9135626	100010110110011000001010	8b660a
4869260	10010100100110010001100	4a4c8c
76550	10010101100000110	12b06
432271	1101001100010001111	6988f
251028	111101010010010100	3d494
7016218	11010110000111100011010	6b0f1a
6896099	11010010011100111100011	6939e3
8386350	11111111111011100101110	7ff72e
8637147	100000111100101011011011	83cadb
936705	11100100101100000001	e4b01
6602175	11001001011110110111111	64bdbf
1429181	101011100111010111101	15cebd
8395138	100000000001100110000010	801982
6132809	10111011001010001001001	5d9449
5936917	10110101001011100010101	5a9715
2878578	1010111110110001110010	2bec72
158885	100110110010100101	26ca5
2441957	1001010100001011100101	2542e5
5914794	10110100100000010101010	5a40aa
3999272	1111010000011000101000	3d0628
3142897	1011111111010011110001	2ff4f1
8151159	11111000110000001110111	7c6077
5147564	10011101000101110101100	4e8bac
4595374	10001100001111010101110	461eae
4234951	10000001001111011000111	409ec7
7880605	11110000011111110011101	783f9d
7009921	11010101111011010000001	6af681
695580	10101001110100011100	a9d1c
7370443	11100000111011011001011	7076cb
7921729	11110001110000001000001	78e041
8419625	100000000111100100101001	807929
7024080	11010110010110111010000	6b2dd0
3905988	1110111001100111000100	3b99c4
1767599	110101111100010101111	1af8af
935136	11100100010011100000	e44e0
635788	10011011001110001100	9b38c
8807719	100001100110010100100111	866527
317375	1001101011110111111	4d7bf
9975410	100110000011011001110010	983672
2727968	1010011010000000100000	29a020
7444399	11100011001011110101111	7197af
4065675	1111100000100110001011	3e098b
9925720	100101110111010001011000	977458
2293633	1000101111111110000001	22ff81
7734826	11101100000011000101010	76062a
1065463	100000100000111110111	1041f7
1105617	100001101111011010001	10ded1
5325800	10100010100001111101000	5143e8
3822527	1110100101001110111111	3a53bf
